File Reference,Title,RO,Department,Start Date,End Date,PI Name,PI Surname,Tech Product,Type of Tech Product,Open Source?,Description,Year First Provided,Impact,URL
EP/I033181/1,Measurement and Prediction of Fire Smoke Toxicity of Materials in Enclosures.,University of Central Lancashire,,2012-01-03,2014-01-02,Anna A,Stec,The LIFE facility completely rebuilt,New/Improved Technique/Technology,,"1. The original LIFE construction was built with calcium silicate board.  This material proved unable to withstand the temperatures of the sizes of fire necessary to achieve under-ventilation.  For this reason the original walls were replaced with fire-grade masonry and the new walls were topped with a steel roof (with insulation).  
2.	Data suggested that the airflow into the apparatus was being over-measured.  Detailed investigation showed that the air movement through the inlet channel did not approximate plug flow.  The air inlet channel was redesigned and fitted with new, better performing, instrumentation.  The new instrumentation was characterised using a wind tunnel.
3.	It proved difficult to achieve under-ventilated combustion in the early version of the apparatus due to extra air reaching the combustion chamber by leaking in through the outlet channel.  The outlet channel was reconstructed with a ceramic fibre restriction in order to restrict the counterflow of effluent.
4.	It was found that the temperature measurements taken in the enclosure did not describe the combustion conditions adequately.  A new thermocouple tree was placed in the interface between the room and corridor.  This extra data allows the interface between the upper and lower layers to be understood more definitely.
5.	It has been found that the original gas analysers sustain damage when operated under negative pressure.  The analysers have been modified to work under positive pressure.",2012,"The LIFE facility was improved and completely rebuilt which allowed further, more complex, tests to be carried out.",
EP/I033181/1,Measurement and Prediction of Fire Smoke Toxicity of Materials in Enclosures.,University of Central Lancashire,,2012-01-03,2014-01-02,Anna A,Stec,Development of portable fire effluent analysers,New/Improved Technique/Technology,,"A set of four portable analysers have been developed for the simultaneous measurements of CO, CO2, hydrocarbons, oxygen, and hydrogen cyanide and HCl, HBr, NO2, etc.. These incorporate a sophisticated parallel gas pumping system with automated control and measurement of flows.  CO, CO2 and hydrocarbons are measured using NDIR, oxygen by electrochemical cell, and HCN by staged gas-absorption (bubblers) and ion chromatography.  
There have been a number of stages in their development, these include
1.	The construction of an original prototype
2.	Initial fault-finding with redesign and construction.
3.	Characterisation and calibration of mass flow and volume measurements.
4.	In-field testing on the fire propagation apparatus (FPA) at University of  Edinburgh.  
5.	In-house testing on the Steady State Tube Furnace and on LIFE apparatus.
Theu have been used for several large scale tests, and the data is being written up for publication.",2012,Portable analysers can be transported to (and connected up to) existing and opportunistic experimental facilities (small and large scale test methods).,
EP/I033181/1,Measurement and Prediction of Fire Smoke Toxicity of Materials in Enclosures.,University of Central Lancashire,,2012-01-03,2014-01-02,Anna A,Stec,Development of equivalence ratio meter,New/Improved Technique/Technology,,A novel field deployable device for the measurement of equivalence ratio is under final construction.  Data and fire effluent analysis has also lead to the development of a numerical procedure that can be used to measure the equivalence ratio of fires using a secondary oxidiser utilising added air.  This methodology is based on analysis carried out by Barbrauskas several years ago which utilises pure oxygen.,2012,"This improved deployable device allow an independent way of quantyfying the fire condition in terms of the equivalence ratio. The new method is not using oxygen, but air where the in-field instrumental setup is much safer.",
EP/I033424/1,EPSRC Centre for Innovative Manufacturing in Advanced Metrology,University of Huddersfield,,2011-09-01,2016-08-31,Xiangqian,Jiang,commercial software for filtration,Software,,"License of commercial software (Licence Code : 112/3566-01, Taylor Hobson Limited): 
1.	Fast algorithm of the Linear Gaussian regression filter for profile surface analysis (To ultra software, Taylor-hobson) 
2.	Fast algorithm of the Robust Gaussian regression filter for profile surface analysis (To ultra software, Taylor-hobson) 
3.	Fast algorithm of the Linear Gaussian regression filter for areal surface analysis (To Talymap, Taylor-hobson) 
4.	Fast algorithm of the Robust Gaussian regression filter for areal surface analysis (To Talymap, Taylor-hobson)",2010,"Used in the manufacture of products at Taylor Hobson, which are sold internationally.",
EP/I033491/1,EPSRC Centre for Innovative Manufacturing in Ultra Precision,Cranfield University,,2011-10-06,2016-10-05,Paul,Shore,BoX ultra precision grinding machine,"Systems, Materials & Instrumental Engineering",,High precision production grinding machine,2008,Spin out company and licence deal,http://www.loxhamprecision.com/products/box-freeform-grinding-machine.html
EP/I033491/1,EPSRC Centre for Innovative Manufacturing in Ultra Precision,Cranfield University,,2011-10-06,2016-10-05,Paul,Shore,Micro 4 - DTM,"Systems, Materials & Instrumental Engineering",,Compact ultra precision diamond turning machine tool,2010,"Product of spin out company
TSB project #101541",http://www.loxhamprecision.com/products/u4-turn-diamond-turning-machine.html
EP/I033491/1,EPSRC Centre for Innovative Manufacturing in Ultra Precision,Cranfield University,,2011-10-06,2016-10-05,Paul,Shore,Micro 4 - micro mill,"Systems, Materials & Instrumental Engineering",,Compact ultra precision micro-milling machine tool,2010,Product for spin out company,http://www.loxhamprecision.com/products/u4-micro-milling-turning-machine.html
EP/I033491/1,EPSRC Centre for Innovative Manufacturing in Ultra Precision,Cranfield University,,2011-10-06,2016-10-05,Paul,Shore,mK ultra precision temperature controller,"Systems, Materials & Instrumental Engineering",,milli Kelvin temperature control system product for ultra precision thermal control demands,2007,Spin out company product produced across two UK companies,http://www.loxhamprecision.com/products/mk-ultra-precision-temperature-controllers.html
EP/I033491/1,EPSRC Centre for Innovative Manufacturing in Ultra Precision,Cranfield University,,2011-10-06,2016-10-05,Paul,Shore,Watch It Made,New/Improved Technique/Technology,,Engineering educational experience to enthuse children into the engineering profession,2013,Establishment of a Manufacturing Learning Studio that is intended to be the basis of a Franchise business putting engineering /manufacturing into the retail environment whilst giving children an experience to have pride in producing a quality product: a self designed watch.,http://watchitmade.org/
EP/I035757/1,Resilient Electricity Networks for Great Britain (RESNET),University of Manchester,,2011-09-01,2016-01-31,Kevin,Anderson,Simulation model for extreme winds produced,Webtool/Application,,Simulation model for extreme winds,2014,Not known as yet,
EP/I035757/1,Resilient Electricity Networks for Great Britain (RESNET),University of Manchester,,2011-09-01,2016-01-31,Kevin,Anderson,Simulation model for mean winds at simultaneous locations across the UK produced,Webtool/Application,,"Produced with X, Y coordinates and wind speed",2014,Not known as yet,
EP/I035781/1,Resilient Electricity Networks for Great Britain (RESNET),Newcastle University,,2011-09-01,2016-01-13,Sean,Wilkinson,Simulation model for extreme winds produced,Webtool/Application,,Simulation model for extreme winds,2014,Not known as yet,
EP/I035781/1,Resilient Electricity Networks for Great Britain (RESNET),Newcastle University,,2011-09-01,2016-01-13,Sean,Wilkinson,Simulation model for mean winds at simultaneous locations across the UK produced,Webtool/Application,,"Produced with X, Y coordinates and wind speed",2014,Not known as yet,
EP/I036354/1,The Post-Disposal Behaviour of C-14 and Irradiated Graphite,University of Huddersfield,,2011-11-01,2015-10-31,Paul,Humphreys,Goldsim biosphere model of C-14 transport,Software,No,A model of C-14 transport through the geosphere was developed in the Goldsim simulation package. The resulting model was passed over to the modelling team of RWM Ltd in order to facilitate a technical discussion and knowledge transfer.,2014,The model integrates groundwater and gaseous transport of C-14 species in a manner that allows these processes to be integrated into an environmental safety case.,
EP/I036575/1,Advanced Bayesian Computation for Cross-Disciplinary Research,University of Cambridge,,2011-09-01,2016-02-29,Zoubin,Ghahramani,Compositional kernel search for Gaussian processes,Software,No,"This is the software that accompanies the paper:
James Robert Lloyd, David Duvenaud, Roger Grosse, Joshua B. Tenenbaum, and Zoubin Ghahramani. Automatic construction and natural-language description of nonparametric regression models. In Association for the Advancement of Artificial Intelligence (AAAI), July 2014.",2014,"The code is one of the major components in the Automatic Statistician project:
http://www.automaticstatistician.com/",http://www.github.com/jamesrobertlloyd/gpss-research
EP/I036575/1,Advanced Bayesian Computation for Cross-Disciplinary Research,University of Cambridge,,2011-09-01,2016-02-29,Zoubin,Ghahramani,Causal structure identification,Software,No,"Implements the methods described in:
Penfold &amp; Wild, 2011. How to infer gene networks from expression profiles, revisited. Interface Focus 1(6):857-870
Penfold et al., 2012. Nonparametric Bayesian inference for perturbed and orthologous gene regulatory networks. Bioinformatics 28:i233-i241
",2014,See above,http://www2.warwick.ac.uk/fac/sci/systemsbiology/research/software
EP/I036575/1,Advanced Bayesian Computation for Cross-Disciplinary Research,University of Cambridge,,2011-09-01,2016-02-29,Zoubin,Ghahramani,GPflow. A Gaussian process library for TensorFlow.,Software,Yes,"GPflow is a package for building Gaussian process models in python, using Google's TensorFlow. It was written by James Hensman and Alexander G. de G. Matthews.",2016,"GPflow is publically available. The authors James Hensman and Alexander G. de G. Matthews are both using it to create research papers.
Other third party users have downloaded and use the software in there research.
GPflow allow a Bayesian nonparametric model, namely the Gaussian process, to be implemented on multiple distributed GPUs.",https://github.com/GPflow/GPflow
EP/I036575/1,Advanced Bayesian Computation for Cross-Disciplinary Research,University of Cambridge,,2011-09-01,2016-02-29,Zoubin,Ghahramani,MDI-GPU,Software,Yes,Accelerating integrative modelling for genomic scale data using GP-GPU computing,2016,publication,http://www2.warwick.ac.uk/fac/sci/systemsbiology/research/software/
EP/I036575/1,Advanced Bayesian Computation for Cross-Disciplinary Research,University of Cambridge,,2011-09-01,2016-02-29,Zoubin,Ghahramani,OSCI,Software,Yes,Inferring Orthologous Gene Regulatory Networks Using Interspecies Data Fusion,2016,publication,http://www2.warwick.ac.uk/fac/sci/systemsbiology/research/software/
EP/I037288/1,3D Libraries Consortium,University of Dundee,,2011-07-01,2013-12-31,Paul,Wyatt,New Fragments for Fragment screening,New Material/Compound,,"Dundee during the projects of 3 undergraduate students has designed and made ~170 fragments, which have been added to the consortium's fragment collection.",2014,"The compounds will be added to the fragment screening sets of the consortium members, to act as potential start points for drug discovery projects",
EP/I037326/1,Intelligent and Integrated Condition Monitoring of Distributed Generation Systems,Lancaster University,,2012-01-16,2013-05-15,Xiandong,Ma,University collaboration improves Mimic condition monitoring,New/Improved Technique/Technology,,"The company, part of the James Fisher &amp;amp; Sons group, provided the university's engineering department with operational data from ships in its own fleet. The university analysed the data with a focus on three areas: fault classification using time-frequency patterns, early fault detection and the development of sensor systems and associated electronics for condition monitoring.
Martin Briddon, engineering manager, JFM, said: "This research has helped enormously with deeper signal processing than was currently undertaken and has resulted in a deeper understanding of machinery fault situations. We are now able to use the knowledge and information to develop new ways of searching for machinery faults amongst a clutter of normal operational data."""he company, part of the James Fisher &amp;amp; Sons group, provided the university's engineering department with operational data from ships in its own fleet. The university analysed the data with a focus on three areas: fault classification using time-frequency patterns, early fault detection and the development of senso",2015,"Mimic condition-monitoring software allows ship operators to base maintenance decisions on condition and performance rather than on recommended time basis. The company sought to expand its monitoring capabilities across the whole ship, with a particular focus on fuel use.
The result of the collaboration is a system that the partners say could "revolutionise fuel efficiency" and offer major improvements in maintenance planning for Mimic clients. The technology can be retro-fitted to most ships, meaning a very broad potential impact from the research.""imic condition-monitoring software allows ship operators to base maintenance decisions on condition and performance rather than on recommended time basis. The company sought to expand its monitoring capabiliti",http://www.motorship.com/news101/industry-news/university-collaboration-improves-mimic-condition-monitoring
EP/I037539/1,A Unified Model of Compositional and Distributional Semantics: Theory and Applications,University of York,,2012-10-01,2015-09-30,Suresh,Manandhar,Dependency based embeddings,Software,Yes,"We provide dependency based word embeddings and related code for a skipgram variant word embedding that utilizes additional information from dependency graphs. This can be employed in a broad range of natural language processing applications such sentiment analysis, question answering and information retrieval.
Note: This is currently being prepared for release and will be released in April 2016",2016,"We also provide experimental results that show that dependency based embeddings can outperform standard window based embeddings in many natural language processing tasks.  Specifically, for three different classification methods: a Support Vector Machine, a Convolutional Neural Network and a Long Short Term Memory Network; the use of our dependency based embeddings improve on question classification, sentiment analysis and relation classification tasks.
",
EP/I037792/1,Active Limit Handling for Enhanced Passenger Vehicle Safety,Brunel University,,2012-04-23,2012-11-18,Efstathios,Velenis,Vehicle Dynamics model capturing the behavior of the vehicle near the limit of handling,Software,No,"Matlab script which solves equations of motion of a vehicle in planar motion. It includes nonlinear tyre model, coupling of tyre forces in longitudinal and lateral directions and weight transfer effects.",2010,"The vehicle model is able to capture vehicle behavior during the application of expert driving techniques, e.g. rally driving, as reported in relevant publications.",
EP/I037792/1,Active Limit Handling for Enhanced Passenger Vehicle Safety,Brunel University,,2012-04-23,2012-11-18,Efstathios,Velenis,Torque Vectoring controller for combined longitudinal/lateral vehicle dynamics stabilisation,Software,No,"A control algorithm using rear axle electric torque vectoring to track a reference yaw rate generated by the driver's steering command, and simultaneously regulate vehicle's speed in cases where the requested yaw rate exceeds the physical limits of the vehicle.",2012,"Use of multivariable control to address combined longitudinal lateral vehicle dynamics control near the limit of handling, as reported in relevant publication.",
EP/I037946/1,LFC-UK: Development of Underpinning Technology for Laminar Flow Control,Imperial College London (ICL),,2011-03-01,2016-08-31,Philip,Hall,Nektar++ version 4.0.1,Software,Yes,Nektar++ is a tensor product based finite element package designed to allow one to construct efficient classical low polynomial order h-type solvers (where h is the size of the finite element) as well as higher p-order piecewise polynomial order solvers.,2014,The software is being used by a number of national and international groups and our web site is currently being visited up to 100 times a day according to google analytics,http://www.nektar.info/downloads/file/nektar-source-tar-gz-2/
EP/I038330/1,Micro-Mechanical Interpretation of Moisture Induced Damage in Asphalt,University of Exeter,,2012-03-30,2015-03-29,Philippe,Young,Homogenisation Modules,Software,No,Work carried out under auspices of project in collaboration with University of Exeter Spin-out company Simpleware Ltd have been incorporated in ScanIP and a new homogeneisation module to be marketed as of December 2014.,2014,"Development of Physics Modules for Simpleware - +SOLID, +FLOW and +LAPLACE - implementation in Simpleware software commercial release.",http://simpleware.com/software/physics-modules/
EP/I038608/1,Stereoselective degradation of chiral drugs during wastewater treatment,University of Bath,,2012-02-01,2014-01-31,Barbara,Kasprzyk-Hordern,New analytical methods for the analysis of chiral drugs at enantiomeric level,New/Improved Technique/Technology,,New analytical methods utilising chiral liquid chromatography and mass spectrometry were developed to allow enantiomeric profiling of chiral pharmacologically active compounds in environmental matrices.,2013,N/A,
EP/I038616/1,"Towards  Affordable, Closed-Loop Recyclable Future Low Carbon Vehicle Structures - TARF-LCV",Brunel University,,2011-12-01,2016-05-31,Z,Fan,Pamstamp FE Package,Software,No,"Simulate the Forming process
",2012,High Impact,
EP/I038845/1,ICT Perspectives (an ICT Next Decade proposal),Heriot-Watt University,,2011-06-01,2015-04-30,Mike,Chantler,Well-sorted.org pre-meeting brain-storming and meeting organisation tool,Webtool/Application,,Online Card Sorting - specifically designed for support of strategy generation and other large meetings of experts.,2014,"In use by MRC, AHRC, EPSRC, ESRC, BT, InnovateUK",http://www.well-sorted.org/
EP/I038845/1,ICT Perspectives (an ICT Next Decade proposal),Heriot-Watt University,,2011-06-01,2015-04-30,Mike,Chantler,Research Perspectives,Webtool/Application,,"Topic modelling, data mining and visualisation of 180,000 RCUK and NSF grants.",2011,In use by many Resreach Councils and research organisations.,http://www.researchperspectives.org
EP/I50026X/1,University College London 2009 Underspend Grant,University College London (UCL),,2010-04-01,2011-03-31,Geoffrey David,Price,Remote Quantum Computation App,Webtool/Application,,"This app enables a non-expert user to perform a simple quantum manipulation in real time from a handheld device, using a wireless link to a laboratory experiment on an ensemble of electron spins.",2014,"We have found the app is a powerful tool to raise awareness of the potential of quantum technologies, by demonstrating that near-ideal textbook manipulations of quantum systems can now be routinely performed on demand.",
EP/I500456/1,Pathways to Impact Award : University of Surrey,University of Surrey,,2010-08-01,2011-03-31,Michael,Kearney,3D Milling Process,"Systems, Materials & Instrumental Engineering",,3D Milling is a new process that has facilitated a method of manufacture for super resolution lenses,2010,"Technique has been used in a space-sector project where it was used to fabricate test devices for future interconnect materials. In other areas it has been used to produce devices for magentometry, dosimetry and high-precision artifacts for optical and scanning probe microscopy.",
EP/I500456/1,Pathways to Impact Award : University of Surrey,University of Surrey,,2010-08-01,2011-03-31,Michael,Kearney,Location Awareness: Software product,Software,No,A software prototype that uses location data from the Global Positioning System (GPS) to enhance workflow and management of teams spread across different geographical locations.,2011,Formed the basis for a software application commercialised through spin-out ManagePlaces,http://www.manageplaces.com/
EP/I500456/1,Pathways to Impact Award : University of Surrey,University of Surrey,,2010-08-01,2011-03-31,Michael,Kearney,Location Awareness: Software Application,Webtool/Application,,"A software application for web and mobile that enables companies to manage their team, tasks and territory, using location information. The aim is to provide users with the right information at the right place at the right time.",2013,"Led to a company formation - ManagePlaces, through which the technology is commercialised. ManagePlaces are incubated by the European Space Agency. ManagePlaces was a UKESNC Winner in 2013.",http://www.manageplaces.com/
EP/I500456/1,Pathways to Impact Award : University of Surrey,University of Surrey,,2010-08-01,2011-03-31,Michael,Kearney,Blind Source Separation: Software,Software,No,"A low cost MEMS microphone software solution for use in mobile devices for improved speech recognition, noise reduction, privacy and improved audio functionality such as stereo recording and improved conference facilities.",2011,Formed the basis for the design and manufacture of an inexpensive MEMS microphone version of the very expensive and impractically large microphone array used in the original research.,
EP/I500456/1,Pathways to Impact Award : University of Surrey,University of Surrey,,2010-08-01,2011-03-31,Michael,Kearney,Blind Source Separation: Prototypes,Physical Model/Kit,,10 Prototype MEMS microphones,2011,"10 Prototypes designed, manufactured and tested, leading to a new patent filing in October 2011 and 2 further filings in 2013. Website with demos using the prototypes created: www.quaud.io. Demo units shown to potential licensees including a major mobile phone manufacturer in the far east.",
EP/I500936/1,"Development of assays for a new dielectrophoresis system applicable to stem cell development, cancer research and the early detection of cancer",University of Surrey,,2010-10-01,2011-09-30,Fatima,Labeed,Enhanced dielectrophoretic analysis assays,New/Improved Technique/Technology,,"As a result of this project, several new streams of applications have deen developed for dielectrophoretic cell analysis, including drug ction detection and cancer screening.",2013,"At the moment systems have been sold to 3 countries (US, UK and France) within the first year of production",
EP/I500952/1,Adaptive Development Support for Future Systems-on-Chip (ADS-SoC),University of Essex,,2011-04-01,2012-03-31,Klaus D,McDonald-Maier,ADS-SoC Prototype,Physical Model/Kit,,"Adaptive Development Support Prototype for automotive and aerospace high integrity application, based on input from relevant industry, in particular the collaboration partners Rolls Royce and Delphi",2010,This is confidential,
EP/I502017/1,Next Generation Resist Technology for the Semiconductor Industry,University of Birmingham,,2011-04-08,2012-07-07,Alex,Robinson,Phenolic Methanofullerene Derivatives,New Material/Compound,,A new family of methanofullerene derivatives has been developed as part of this work. The new material replaces the polyethylene glycol chains developed previously with a phenolic functionality. Approximately 15 variants of the material have been developed over the course of the project to date. The replacement of the PEG with the phenolic addends should help with dissolution after exposure and crosslinking capability.,,,
EP/I502033/1,New generation tool for estimating wave/current loads on marine structures comprising of slender members,City University London,,2011-08-04,2012-09-30,Qingwei,Ma,Software product,Software,,"Unique software product (named as Extreme.Offshore? provisionally) for calculating wave and current loads on slender member structures under extreme conditions, which was not previously available for industry.",2013,,
EP/J000019/1,Framework for Responsible Research and Innovation in ICT,University of Oxford,,2011-09-01,2014-08-29,Marina Denise Anne,Jirotka,FRRIICT Observatory,Webtool/Application,,The Observatory for Responsible Research and Innovation (RRI) in ICT  is a protoype web resource that provides information for ICT researchers and other stakeholders of ICT research to enable them to undertake research and innovation responsibly. It has grown from EPSRC research project on a Framework for Responsible Research and Innovation in ICT (FRRIICT) builds on an existing community and prototype website to deliver its services.,2014,"Increasing commitment of funders to the idea of RRI will lead to growing demand by ICT research communities to understand ideas and principles and comply with evolving standards. The Observatory could be a focal point of the community and shape emerging policies and thereby the demand and need for its services. 
",http://www.responsible-innovation.org.uk/
EP/J000345/1,Development and Integration of Biomass and Concentrating Photovoltaic System for Rural and Urban Energy Bridge: BioCPV,Heriot-Watt University,,2011-11-01,2013-01-31,Tapas,Mallick,Optical modelling tool for concentrated photovoltaics system,Software,No,"In-House developed optical modelling tool was developed for optical characterisation of concentrated photovoltaic system, it enables to calculate flux distribution of the solar cell for any photovoltaic system",2014,"Due to highly intermittence of solar radiation in cloudy conditions, it is difficult to calculate the solar uniformity of the solar flux at solar cell, which was developed by an automated process using the optical model.",
EP/J000345/1,Development and Integration of Biomass and Concentrating Photovoltaic System for Rural and Urban Energy Bridge: BioCPV,Heriot-Watt University,,2011-11-01,2013-01-31,Tapas,Mallick,Discretised Thermal model for concentrated photovoltaic system,Software,No,"Grid indecent thermal model was developed for characterisation of concentrated solar photovoltaic system, which enables to predict material's temperature.",2014,It predict the component level temperature within a CPV system and material's effect with the temperature.,
EP/J000345/1,Development and Integration of Biomass and Concentrating Photovoltaic System for Rural and Urban Energy Bridge: BioCPV,Heriot-Watt University,,2011-11-01,2013-01-31,Tapas,Mallick,Integrated optical and thermal modelling tool for photovoltaic system,Software,No,"Integrated model for concentrated photovoltaic system was developed which includes optics and heat transfer and its electrical performance of the CPV system,",2014,"It enables to predict full performance of the CPV system which includes, optics, heat transfer and electrical performance.",
EP/J000345/1,Development and Integration of Biomass and Concentrating Photovoltaic System for Rural and Urban Energy Bridge: BioCPV,Heriot-Watt University,,2011-11-01,2013-01-31,Tapas,Mallick,CFD modelling tool for Anaerobic Digester based bioenergy system,Software,No,High precision computational fluid dynamics model was developed to optimised AD system,2013,It optimise the AD system for a given climatic conditions,
EP/J000345/1,Development and Integration of Biomass and Concentrating Photovoltaic System for Rural and Urban Energy Bridge: BioCPV,Heriot-Watt University,,2011-11-01,2013-01-31,Tapas,Mallick,Energy Vector model for integrated renewable energy system,Software,No,"An energy vector model was developed to optimise the energy flow for a Bioenergy, Solar and Hydrogen based energy system, which includes different energy resources and variability independently.",2015,This unique software enable to configure integrated renewable energy system for a cost effective manner.,
EP/J000345/1,Development and Integration of Biomass and Concentrating Photovoltaic System for Rural and Urban Energy Bridge: BioCPV,Heriot-Watt University,,2011-11-01,2013-01-31,Tapas,Mallick,New Metal hydride based hydrogen storage material,New Material/Compound,,"New alloys for hydrogen storage was developed by the university of Nottingham, which increased the density and reduct the cost of hydrogen storing system",2015,High capacity hydrogen storage facility developed,
EP/J00068X/1,TRUMP: A Trusted Mobile Platform for the Self-Management of Chronic Illness in Rural Areas,University of Aberdeen,,2012-01-01,2016-01-31,Peter,Edwards,Card sort survey application,Webtool/Application,,"Web application for conducting online surveys using a drag-and-drop card sorting method.
Available as open-source via the GNU Lesser General Public License (LGPL)",2014,It has enabled the production of large quantities of research data.,https://github.com/chrisburnett/AttitudeSurvey
EP/J00068X/1,TRUMP: A Trusted Mobile Platform for the Self-Management of Chronic Illness in Rural Areas,University of Aberdeen,,2012-01-01,2016-01-31,Peter,Edwards,TRUMP module for OpenMRS,Software,Yes,"Module for the OpenMRS medical record platform, implementing XACML-based access control.",2014,No specific impacts to report at this time.,https://github.com/chrisburnett/Trump-Module
EP/J00068X/1,TRUMP: A Trusted Mobile Platform for the Self-Management of Chronic Illness in Rural Areas,University of Aberdeen,,2012-01-01,2016-01-31,Peter,Edwards,TRAAC Framework and Simulator,Software,Yes,Experimental framework and implementation of the TRAAC (Trust and Risk Aware Access Conrol) model,2014,Cited in published work on the TRAAC model.,https://github.com/chrisburnett/TRAAC-Simulator
EP/J00068X/1,TRUMP: A Trusted Mobile Platform for the Self-Management of Chronic Illness in Rural Areas,University of Aberdeen,,2012-01-01,2016-01-31,Peter,Edwards,Provenance Policies Framework,Software,Yes,"Experimental framework and implementation of the PolProv (Policies and Provenance) system, with medical example scenario.",2014,No specific impacts to report.,https://github.com/chrisburnett/PolicyProvenance
EP/J00068X/1,TRUMP: A Trusted Mobile Platform for the Self-Management of Chronic Illness in Rural Areas,University of Aberdeen,,2012-01-01,2016-01-31,Peter,Edwards,Lightweight ABE,Software,No,Lightweight cryptographic algorithm to use in mobile healthcare,2014,Several requests from fellow researchers to use the algorithms,
EP/J001740/1,Coherent structures in non-local active-dissipative equations: theory and computations,Loughborough University,,2012-12-20,2014-12-19,Dmitri,Tseluiko,Numerical continuation methods for computing coherent structures in non-local active-dissipative systems,New/Improved Technique/Technology,,"Coherent structures in non-local equations cannot be obtained in a standard way by using standard continuation and bifurcation software such as Auto07p and Matcont. We have developed numerical spectral methods for computing coherent structures in non-local equations (which can also be applied to local equations). The methods that we have developed can be used, for example, for computation of travelling-pulse solutions in non-local equations and also for computation of bound-states of such travelling pulses. In addition, our methods allow for computation of time-periodic branches of solutions bifurcating from the branches of travelling-wave solutions. These methods have been used, for exmple, in Lin et al. (2015), SIAM J. Appl. Math. 75, 538-563. Other publications are in preparation.",2014,"The developed research methods allow for computation of travelling-pulse solutions and of bound-states of such travelling waves in non-local active dissipative systems.  In addition, the developed methods allow for computation of branches of time-periodic solutions in such systems. The methods can therefore be used for a systematic investigation of coherent structures in non-local equations (see e.g. Lin et al. (2015), SIAM J. Appl. Math. 75, 538-563). The methods can also be applied for a more systematics investigation of solutions in local equations, for example, to understand coarsening dynamics in a convective Cahn-Hilliard equation (this is an ongoing work). We expect more impact to be generated in the future.",
EP/J001759/1,Community Structure In Multislice Networks,University of Oxford,,2012-06-25,2014-06-24,Mason,Porter,MuxViz: Platform for Multilayer Analysis and Visualization,Software,Yes,MuxViz is software for the analysis and visualization of multilayer networks.  It is open-source and expandable. It is described in the following paper: http://comnet.oxfordjournals.org/content/early/2014/10/12/comnet.cnu038.abstract,2014,None yet.,http://muxviz.net
EP/J001759/1,Community Structure In Multislice Networks,University of Oxford,,2012-06-25,2014-06-24,Mason,Porter,Code for visualization and local community detection in networks,Software,Yes,"There are two groups of code.  They go with the following paper: http://arxiv.org/abs/1403.3795 (accepted for publication in Physical Review E).  One set of code is for local community detection in networks, and the other is for network visualization. There are two URLs: https://github.com/LJeub/SpringVisCom , https://github.com/LJeub/LocalCommunities",2014,None yet,https://github.com/LJeub/LocalCommunities
EP/J001759/1,Community Structure In Multislice Networks,University of Oxford,,2012-06-25,2014-06-24,Mason,Porter,GenLouvain 2.0,Software,Yes,GenLouvain 2.0 is a new version of the community-detection algorithm GenLouvain (the first public version of which dates to 2011).,2014,"Various groups have been using versions of GenLouvain since 2011, and it has been used in various publications by a diverse group of authors.",http://netwiki.amath.unc.edu/GenLouvain/GenLouvain
EP/J002011/1,Adaptive hierarchical radiation transport methods to meet future challenges in reactor physics,Imperial College London (ICL),,2011-12-01,2015-11-30,Matthew,Eaton,RADIANT Radiation Transport Modelling and Simulation Software,Software,No,"The RADIANT radiation transport modelling and simulation software is a major outcome of this research and is software that is being exploited by Rolls-Royce for use in reactor physics, nuclear criticality and radiation shielding assessment as well as nuclear security applications.",2015,The RADIANT software is currently being evaluated by both Rolls-Royce civil nuclear and Rolls-Royce submarines for commercial exploitation in collaboration with Imperia College London. This will result in improvements in radiation shield design resulting from more accurate and computationally more efficient solutions of radiation shielding problems. It is also likely to form part of automated radiation shield design software thus making radiation shield design easier and more efficient.,
EP/J002011/1,Adaptive hierarchical radiation transport methods to meet future challenges in reactor physics,Imperial College London (ICL),,2011-12-01,2015-11-30,Matthew,Eaton,"SPRUCE uncertainty quantification modelling and simulation software for reactor physics, nuclear criticality and radiation shielding.",Software,No,The SPRUCE uncertainty quantification modelling and simulation software is MoD/Rolls-Royce/Amec Foster Wheeler and Imperial College London jointly developed software. It is being evaluated for commercial exploitation by Amec Foster Wheeler and Rolls-Royce.,2015,"The SPRUCE uncertainty quantification modelling and simulation software will be used extensively in the Rolls-Royce submarine programme and is a crucial part of the move towards Best Estimate Plus Uncertainty (BEPU) within the naval nuclear propulsion programme. This will improve the design, performance and safety of naval nuclear propulsion plants and submarines..",
EP/J002011/1,Adaptive hierarchical radiation transport methods to meet future challenges in reactor physics,Imperial College London (ICL),,2011-12-01,2015-11-30,Matthew,Eaton,FISS Nuclear Criticality Safety Assessment Modelling and Simulation Software,Software,No,The FISS nuclear criticality safety assessment modelling and simulation software will be used by AWE to investigate and model nuclear criticality excursions and safety of drums of fissile liquid.,2015,The FISS nuclear criticality safety assessment modelling and simulation software will be used by AWE to investigate and model nuclear criticality excursions and safety of drums of fissile liquid. It will have a impact upon safer procedures for storage and handling of fissile liquids.,
